player_id,elo_final,elo_start,elo_peak,elo_peak_date,first_match_date,last_match_date,matches_played
210815,1453.9668421925953,1500,1500.0,1968-02-12,1968-02-12,1968-02-12,1
100127,1770.4817567978066,1500,2053.341173651734,1974-03-25,1968-02-12,1980-10-13,723
110373,1870.886657521327,1500,1870.886657521327,1969-05-23,1968-02-12,1969-05-23,31
100132,1476.6331860751213,1500,1718.4572993691029,1968-08-17,1968-02-12,1977-08-31,70
109749,1489.4556941842177,1500,1735.1275277129873,1969-07-21,1968-02-12,1972-03-20,96
100072,1351.43920412275,1500,1500.0,1968-02-12,1968-02-12,1976-08-09,12
100094,1644.5512283423254,1500,1930.9852600993381,1970-02-02,1968-02-12,1982-09-27,239
100145,1506.214940866711,1500,1652.7619384227773,1975-02-06,1968-02-12,1979-10-01,171
210807,1466.260412158392,1500,1500.0,1968-02-20,1968-02-20,1968-06-22,3
210822,1462.213640914674,1500,1500.0,1968-02-26,1968-02-26,1968-02-26,1
210823,1405.7296261024828,1500,1500.0,1968-02-26,1968-02-26,1970-04-06,3
110873,1249.982474878827,1500,1500.0,1968-02-26,1968-02-26,1981-01-09,12
210821,1412.0878365263122,1500,1500.0,1968-02-26,1968-02-26,1970-04-06,3
100104,1563.721338606187,1500,1693.4613157117824,1972-03-27,1968-02-26,1975-11-07,173
210820,1397.1407644299447,1500,1500.0,1968-02-26,1968-02-26,1970-04-06,3
110004,1290.8700934275084,1500,1500.0,1968-02-26,1968-02-26,1974-09-20,24
100179,1720.9797997978233,1500,1970.370798257028,1973-07-20,1968-02-28,1985-01-07,462
109821,1586.6199186396468,1500,1736.3949405113724,1968-08-01,1968-02-28,1973-02-12,41
110272,1535.9771182009608,1500,1565.6631951100942,1968-02-28,1968-02-28,1970-05-11,8
210893,1396.9265126766043,1500,1500.0,1968-02-28,1968-02-28,1968-07-31,2
210892,1432.9870703244426,1500,1500.0,1968-02-28,1968-02-28,1968-07-31,2
110249,1423.663148126473,1500,1500.0,1968-02-28,1968-02-28,1974-04-07,11
107993,1510.2478584030926,1500,1608.0283410261884,1970-05-11,1968-02-28,1976-07-18,71
210895,1359.745892286148,1500,1500.0,1968-02-28,1968-02-28,1969-07-21,4
117251,1430.7047623669687,1500,1500.0,1968-03-04,1968-03-04,1968-05-06,4
100001,1510.2990132835544,1500,1573.8825666891116,1969-04-02,1968-03-04,1977-02-07,10
