date,joueur,elo
2000-01-03,Lleyton Hewitt,1790.4175476196679
2000-01-03,Fabrice Santoro,1790.4175476196679
2000-01-03,Jerome Golmard,1790.4175476196679
2000-01-03,Thomas Enqvist,1686.6066359850415
2000-01-03,Rainer Schuettler,1686.6066359850415
2000-01-03,Markus Hantschk,1686.6066359850415
2000-01-03,Magnus Norman,1629.693271390339
2000-01-03,Nicolas Escude,1629.693271390339
2000-01-03,Nicolas Kiefer,1629.693271390339
2000-01-03,Younes El Aynaoui,1629.693271390339
2000-01-10,Lleyton Hewitt,1899.3931270121063
2000-01-10,Magnus Norman,1811.5202829669865
2000-01-10,Jason Stoltenberg,1703.79693233852
2000-01-10,Michael Chang,1681.7683930521482
2000-01-10,Alex Corretja,1654.7724065007776
2000-01-10,Gaston Gaudio,1626.0234540576812
2000-01-10,Markus Hantschk,1612.9254050928014
2000-01-10,Sjeng Schalken,1597.0619848148215
2000-01-10,Ivan Ljubicic,1593.942926515803
2000-01-10,Juan Balcells,1591.1000908036463
2000-01-17,Lleyton Hewitt,1885.7838317011347
2000-01-17,Magnus Norman,1868.9380629464383
2000-01-17,Andre Agassi,1866.2236421704176
2000-01-17,Yevgeny Kafelnikov,1760.8567950479437
2000-01-17,Nicolas Kiefer,1750.276977049185
2000-01-17,Pete Sampras,1732.1600415477521
2000-01-17,Jerome Golmard,1712.6654509677212
2000-01-17,Fabrice Santoro,1706.6346293111067
2000-01-17,Tim Henman,1690.5413408154802
2000-01-17,Younes El Aynaoui,1676.0389049308287
2000-01-28,Aisam Ul Haq Qureshi,1626.7081128514176
2000-01-28,Vadim Kutsenko,1565.6631951100942
2000-01-28,Oleg Ogorodov,1506.7834088358159
2000-01-28,Wing Luen Wong,1506.7834088358159
2000-01-28,Melvin Tong,1504.6182773687708
2000-01-28,Ben Qiang Zhu,1434.3368048899058
2000-01-28,Asim Shafik,1434.3368048899058
2000-01-28,Yu Zhang,1422.0725382885757
2000-01-28,Aqeel Khan,1422.0725382885757
2000-02-04,Lleyton Hewitt,1904.7145696785258
2000-02-04,Andre Agassi,1887.7168135904774
2000-02-04,Yevgeny Kafelnikov,1777.182639972236
2000-02-04,Alex Corretja,1677.3225744412862
2000-02-04,Nicolas Escude,1662.4814237603027
2000-02-04,Tim Henman,1659.4469295502222
2000-02-04,Jerome Golmard,1629.4576554693313
2000-02-04,Alejandro Hernandez,1626.7081128514176
2000-02-04,Selvam Veerasingam,1626.7081128514176
2000-02-04,Chris Woodruff,1623.8463013538747
2000-02-07,Nicolas Kiefer,1858.4488652112746
2000-02-07,Magnus Norman,1806.3427745197166
2000-02-07,Mark Philippoussis,1771.9947748349766
2000-02-07,Marc Rosset,1767.8581814262018
2000-02-07,Yevgeny Kafelnikov,1726.1422647069812
2000-02-07,Fabrice Santoro,1713.8840398645698
2000-02-07,Juan Carlos Ferrero,1713.5976045774037
2000-02-07,Karim Alami,1703.4323619981533
2000-02-07,Roger Federer,1696.906046258565
2000-02-07,Wayne Ferreira,1688.5659056024572
2000-02-14,Nicolas Kiefer,1819.1732712783257
2000-02-14,Magnus Larsson,1794.591840301848
2000-02-14,Magnus Norman,1780.4096937911872
2000-02-14,Yevgeny Kafelnikov,1754.6830372544057
2000-02-14,Tim Henman,1748.4300778720954
2000-02-14,Cedric Pioline,1743.491004994114
2000-02-14,Mark Philippoussis,1731.4031026829803
2000-02-14,Jerome Golmard,1713.5661557085311
2000-02-14,Fabrice Santoro,1705.4048672513677
2000-02-14,Wayne Ferreira,1695.0745562617271
2000-02-21,Marc Rosset,1899.8277008899718
2000-02-21,Yevgeny Kafelnikov,1807.5335141243618
2000-02-21,Nicolas Kiefer,1770.5974443500195
2000-02-21,Juan Ignacio Chela,1768.7616503351137
2000-02-21,Roger Federer,1733.0721300065009
2000-02-21,Fabrice Santoro,1712.2033987730003
2000-02-21,Cedric Pioline,1709.8050380574352
2000-02-21,Greg Rusedski,1706.7687238166657
2000-02-21,Jerome Golmard,1703.2009279815597
2000-02-21,Tim Henman,1684.1825657555512
2000-02-28,Marc Rosset,1830.4282017005096
2000-02-28,Magnus Larsson,1817.4860166271774
2000-02-28,Andreas Vinciguerra,1767.2797249481057
2000-02-28,Stefan Koubek,1761.0916362644195
2000-02-28,Roger Federer,1752.8538548459005
2000-02-28,Juan Ignacio Chela,1712.8502694606416
2000-02-28,Mariano Puerta,1708.3481467597599
2000-02-28,Gustavo Kuerten,1701.4467828286972
2000-02-28,Alex Calatrava,1681.080520142061
2000-02-28,Gaston Gaudio,1654.262766108083
2000-03-06,Lleyton Hewitt,1969.425179830696
2000-03-06,Mariano Puerta,1828.8251453919036
2000-03-06,Andre Agassi,1821.0446133312994
2000-03-06,Tim Henman,1782.2165864079707
2000-03-06,Juan Carlos Ferrero,1730.1296974337054
2000-03-06,Gustavo Kuerten,1722.064980166254
2000-03-06,Pete Sampras,1719.576732134047
2000-03-06,Stefan Koubek,1717.6605665420836
2000-03-06,Younes El Aynaoui,1710.0012177761284
2000-03-06,Alex Corretja,1691.808565480205
2000-03-13,Lleyton Hewitt,1913.4941969640604
2000-03-13,Alex Corretja,1889.611074737137
2000-03-13,Magnus Norman,1793.4859072530908
2000-03-13,Mark Philippoussis,1791.4621653575657
2000-03-13,Thomas Enqvist,1779.5765635980188
2000-03-13,Andre Agassi,1757.7177391053117
2000-03-13,Yevgeny Kafelnikov,1753.0577546696802
2000-03-13,Pete Sampras,1747.4879048395044
2000-03-13,Tim Henman,1744.9143514139305
2000-03-13,Fabrice Santoro,1736.5158714811178
2000-03-17,Ramin Raziyani,1608.3115320205034
2000-03-17,Anoosha Shahgholi,1555.6498462665209
2000-03-17,Johnny Arcilla,1514.1832769299483
2000-03-17,Mohammed Reza Tavakoli,1437.6256460106777
2000-03-17,Rolando Ruel,1394.865235579486
2000-03-17,Adelo Abadia,1385.4747187437663
2000-03-20,Pete Sampras,1944.8670697849614
2000-03-20,Lleyton Hewitt,1926.282469066304
2000-03-20,Alex Corretja,1826.0162174969337
2000-03-20,Gustavo Kuerten,1815.6158466698855
2000-03-20,Andre Agassi,1808.275759822589
2000-03-20,Tim Henman,1774.5060446707257
2000-03-20,Mark Philippoussis,1768.7754194646718
2000-03-20,Marc Rosset,1768.7159949856266
2000-03-20,Thomas Enqvist,1767.8725349379738
2000-03-20,Nicolas Lapentti,1766.4737441246077
2000-04-06,Nicolas Lapentti,1802.9281448552558
2000-04-06,Luis Adrian Morejon,1656.9543753252735
2000-04-06,Luis Horna,1620.2045752300512
2000-04-06,Ivan Miranda,1536.4345914726055
2000-04-06,Americo Venero Montes,1511.7139025550616
2000-04-06,Giovanni Lapentti,1511.4437699311766
2000-04-07,Pete Sampras,1888.9542898484626
2000-04-07,Lleyton Hewitt,1874.7967331716222
2000-04-07,Andre Agassi,1839.8702701048996
2000-04-07,Alex Corretja,1834.820304172423
2000-04-07,Gustavo Kuerten,1774.5185953721195
2000-04-07,Magnus Norman,1774.0789772258963
2000-04-07,Juan Carlos Ferrero,1688.6285227103615
2000-04-07,Suwandi Suwandi,1686.038024905349
2000-04-07,Alejandro Hernandez,1683.4299057486442
2000-04-07,Dominik Hrbaty,1682.519381819832
2000-04-10,Mariano Puerta,1818.6453956705668
2000-04-10,Nicolas Lapentti,1809.86125369267
2000-04-10,Andre Agassi,1792.5125299078427
2000-04-10,Carlos Moya,1771.27111290513
2000-04-10,Tim Henman,1759.063519682955
2000-04-10,Magnus Norman,1743.9282543891063
2000-04-10,Andreas Vinciguerra,1720.0036594364208
2000-04-10,Sebastien Grosjean,1712.8672419328252
2000-04-10,Magnus Larsson,1710.867963805764
2000-04-10,Marc Rosset,1702.5335463290908
2000-04-17,Cedric Pioline,1833.64339117744
2000-04-17,Alex Corretja,1831.877476336845
2000-04-17,Dominik Hrbaty,1787.0315692649456
2000-04-17,Nicolas Lapentti,1757.4119758217416
2000-04-17,Tim Henman,1742.35391722102
2000-04-17,Carlos Moya,1735.7401979150015
2000-04-17,Juan Carlos Ferrero,1732.717916318284
2000-04-17,Mark Philippoussis,1731.2343821913903
2000-04-17,Thomas Enqvist,1730.432508187727
2000-04-17,Gustavo Kuerten,1717.4269475395452
2000-04-24,Juan Carlos Ferrero,1809.1926915070421
2000-04-24,Carlos Moya,1801.6518952418237
2000-04-24,Alex Corretja,1787.1557166907414
2000-04-24,Dominik Hrbaty,1764.3471468677951
2000-04-24,Mariano Puerta,1763.7767883385086
2000-04-24,Nicolas Lapentti,1759.6497654899952
2000-04-24,Marat Safin,1740.8916427682282
2000-04-24,Magnus Norman,1734.8667765842192
2000-04-24,Gaston Gaudio,1703.698691981221
2000-04-24,Tommy Haas,1701.8396318761288
2000-04-28,Claude Ngoran,1626.7081128514176
2000-04-28,Gilles Muller,1615.306426646831
2000-04-28,Karim Maamoun,1615.306426646831
2000-04-28,Harel Levy,1605.2468989963686
2000-04-28,Ivan Ljubicic,1581.5876084626623
2000-04-28,Marcin Matkowski,1577.9274617114243
2000-04-28,Mario Ancic,1565.6631951100942
2000-04-28,Lovro Zovko,1565.6631951100942
2000-04-28,Scott Barron,1565.6631951100942
2000-04-28,Frederik Fetterlein,1565.6631951100942
2000-05-01,Marat Safin,1827.8341395962493
2000-05-01,Carlos Moya,1784.5622521984035
2000-05-01,Thomas Enqvist,1758.938704264998
2000-05-01,Mariano Puerta,1743.4848252442682
2000-05-01,Tommy Haas,1741.4702699024315
2000-05-01,Fernando Gonzalez,1713.3585708079925
2000-05-01,Franco Squillari,1695.166789312029
2000-05-01,Jiri Novak,1673.3875856348438
2000-05-01,Jason Stoltenberg,1657.727033000769
2000-05-01,Juan Ignacio Chela,1656.6568385047185
2000-05-08,Lleyton Hewitt,1895.297029368608
2000-05-08,Magnus Norman,1886.5810559310694
2000-05-08,Alex Corretja,1842.3980968688886
2000-05-08,Gustavo Kuerten,1821.9364716180032
2000-05-08,Dominik Hrbaty,1805.0914270737665
2000-05-08,Juan Carlos Ferrero,1797.7858515426012
2000-05-08,Marat Safin,1793.7989622093673
2000-05-08,Andre Agassi,1791.8733294931835
2000-05-08,Cedric Pioline,1791.4897351301152
2000-05-08,Mariano Puerta,1787.7873687690108
2000-05-15,Gustavo Kuerten,1942.3483138989845
2000-05-15,Magnus Norman,1875.8851414783035
2000-05-15,Marat Safin,1873.1228143450928
2000-05-15,Lleyton Hewitt,1858.8617995245138
2000-05-15,Pete Sampras,1836.665094040342
2000-05-15,Alex Corretja,1822.2538060637858
2000-05-15,Cedric Pioline,1820.3520781010138
2000-05-15,Juan Carlos Ferrero,1781.8468048730965
2000-05-15,Mariano Puerta,1775.4089885800386
2000-05-15,Dominik Hrbaty,1761.8778428266626
2000-05-21,Magnus Norman,1866.3504226679727
2000-05-21,Marat Safin,1849.269752264154
2000-05-21,Lleyton Hewitt,1844.7651441261742
2000-05-21,Dominik Hrbaty,1807.4188458313479
2000-05-21,Pete Sampras,1787.1471149564902
2000-05-21,Felix Mantilla,1738.3340147915656
2000-05-21,Tommy Haas,1718.3557856994312
2000-05-21,Thomas Enqvist,1699.4862231237416
2000-05-21,Karol Kucera,1672.4514243643466
2000-05-21,Albert Costa,1638.23311453058
2000-05-22,Andrei Pavel,1826.037528521128
2000-05-22,Andrei Medvedev,1687.7279518567868
2000-05-22,Andrew Ilie,1659.8280953953088
2000-05-22,Mark Philippoussis,1652.9813680699453
2000-05-22,Nicolas Kiefer,1621.423860211719
2000-05-22,Jan Michael Gambill,1599.1607512259436
2000-05-22,Albert Portas,1568.8588711978493
2000-05-22,Stefan Koubek,1562.4106299338457
2000-05-22,Juan Antonio Marin,1558.9550471757882
2000-05-22,Markus Hantschk,1554.7895149710728
2000-05-29,Gustavo Kuerten,2025.1083057771075
2000-05-29,Magnus Norman,1927.4464055403837
2000-05-29,Marat Safin,1884.5512348909765
2000-05-29,Juan Carlos Ferrero,1861.4629425214225
2000-05-29,Alex Corretja,1834.5910140860994
2000-05-29,Lleyton Hewitt,1833.3545247241539
2000-05-29,Cedric Pioline,1826.7660506625373
2000-05-29,Mariano Puerta,1777.5171145525094
2000-05-29,Andrei Pavel,1776.3424244797252
2000-05-29,Franco Squillari,1776.1204363201175
2000-06-12,Lleyton Hewitt,1910.751264106317
2000-06-12,Marat Safin,1856.7979595355707
2000-06-12,Juan Carlos Ferrero,1821.8111340432345
2000-06-12,Cedric Pioline,1817.7742647863151
2000-06-12,Pete Sampras,1783.3663522532488
2000-06-12,Andrei Pavel,1777.049592533983
2000-06-12,Andrei Medvedev,1718.337607870978
2000-06-12,Karol Kucera,1718.152134387361
2000-06-12,Andre Agassi,1717.9805403466219
2000-06-12,Nicolas Lapentti,1717.3836104995648
2000-06-19,Cedric Pioline,1768.569077212783
2000-06-19,Andrei Pavel,1742.0640774634169
2000-06-19,Patrick Rafter,1724.3474925804442
2000-06-19,Sebastien Grosjean,1715.6620209265748
2000-06-19,Gianluca Pozzi,1693.9450072593256
2000-06-19,Michael Chang,1673.058038307196
2000-06-19,Francisco Clavet,1667.6947855556464
2000-06-19,Wayne Ferreira,1662.3372751782524
2000-06-19,Richard Krajicek,1657.349344657439
2000-06-19,Byron Black,1655.3641817933812
2000-06-26,Gustavo Kuerten,1982.0695848460039
2000-06-26,Pete Sampras,1917.5197733552382
2000-06-26,Magnus Norman,1885.5200771279956
2000-06-26,Lleyton Hewitt,1869.227566747372
2000-06-26,Marat Safin,1819.5868207442113
2000-06-26,Vladimir Voltchkov,1819.0001230972812
2000-06-26,Patrick Rafter,1795.979573330643
2000-06-26,Andre Agassi,1777.6375931947405
2000-06-26,Dominik Hrbaty,1752.146160825205
2000-06-26,Byron Black,1743.7657870621515
2000-07-10,Magnus Norman,1917.6121906873038
2000-07-10,Alex Corretja,1902.977445434256
2000-07-10,Mariano Puerta,1826.8406957615427
2000-07-10,Juan Carlos Ferrero,1781.8815953586836
2000-07-10,Albert Costa,1747.4342890128507
2000-07-10,Franco Squillari,1735.3665565321628
2000-07-10,Dominik Hrbaty,1715.1179523227665
2000-07-10,Peter Wessels,1709.9990304928715
2000-07-10,Gaston Gaudio,1703.3772877142026
2000-07-10,Sebastien Grosjean,1687.0930934421533
2000-07-14,Gustavo Kuerten,1944.0255843269779
2000-07-14,Lleyton Hewitt,1876.3048520045622
2000-07-14,Patrick Rafter,1847.1594433987498
2000-07-14,Andrei Pavel,1763.60472715412
2000-07-14,Byron Black,1723.8601099407251
2000-07-14,Tim Henman,1705.3837720183376
2000-07-14,Richard Krajicek,1669.564826151966
2000-07-14,Nicolas Lapentti,1666.4898050568188
2000-07-14,Mario Ancic,1626.7081128514176
2000-07-14,Lovro Zovko,1604.2224645730798
2000-07-17,Magnus Norman,1880.1171229902568
2000-07-17,Franco Squillari,1840.4428625311828
2000-07-17,Mariano Puerta,1829.6281485276243
2000-07-17,Marat Safin,1799.518972923613
2000-07-17,Marcelo Rios,1764.0617989339542
2000-07-17,Gaston Gaudio,1744.719416989503
2000-07-17,Andrei Pavel,1740.8947987778652
2000-07-17,Karol Kucera,1719.8793893146956
2000-07-17,Daniel Elsner,1707.6623450912332
2000-07-17,Magnus Gustafsson,1691.4826070894928
2000-07-21,Alex Corretja,1918.2965851734928
2000-07-21,Juan Carlos Ferrero,1784.4479839697665
2000-07-21,Albert Costa,1758.0548712667148
2000-07-21,Vladimir Voltchkov,1746.330803330072
2000-07-21,Alejandro Hernandez,1744.1864430226997
2000-07-21,Sebastien Grosjean,1707.7995841273594
2000-07-21,Andreas Vinciguerra,1691.693184201593
2000-07-21,Jan Michael Gambill,1681.5352554971766
2000-07-21,Claude Ngoran,1671.1369873664503
2000-07-21,Gilles Muller,1645.2686219452976
2000-07-24,Alex Corretja,1965.8403075568597
2000-07-24,Franco Squillari,1791.5394188982052
2000-07-24,Mariano Puerta,1787.8426951972583
2000-07-24,Marat Safin,1765.0994064987915
2000-07-24,Alex Calatrava,1762.1580785285491
2000-07-24,Michael Chang,1754.3279538784109
2000-07-24,Agustin Calleri,1742.2800749778846
2000-07-24,Albert Costa,1732.0025088160116
2000-07-24,Jan Michael Gambill,1719.0279821025351
2000-07-24,Marcelo Rios,1716.9196746920527
2000-07-31,Gustavo Kuerten,1899.9941614350967
2000-07-31,Pete Sampras,1898.5163925257739
2000-07-31,Marat Safin,1886.5681373957327
2000-07-31,Lleyton Hewitt,1849.5780318582697
2000-07-31,Magnus Norman,1844.4885242852235
2000-07-31,Patrick Rafter,1838.9353277171826
2000-07-31,Juan Carlos Ferrero,1780.3590681551798
2000-07-31,Wayne Ferreira,1769.3015959154222
2000-07-31,Franco Squillari,1758.034250608585
2000-07-31,Mariano Puerta,1748.0455562382601
2000-08-07,Alex Corretja,1920.4515451201662
2000-08-07,Gustavo Kuerten,1897.8540030434688
2000-08-07,Pete Sampras,1868.8461216039373
2000-08-07,Marat Safin,1862.8630003775636
2000-08-07,Thomas Enqvist,1839.386232003116
2000-08-07,Magnus Norman,1808.6872265283907
2000-08-07,Lleyton Hewitt,1808.2264691540513
2000-08-07,Tim Henman,1790.4419266599
2000-08-07,Franco Squillari,1781.0136513741638
2000-08-07,Juan Carlos Ferrero,1742.985140831183
2000-08-14,Gustavo Kuerten,1965.4161270845466
2000-08-14,Alex Corretja,1956.9019415994524
2000-08-14,Marat Safin,1897.653109536794
2000-08-14,Lleyton Hewitt,1840.6620789656045
2000-08-14,Thomas Enqvist,1833.0333868571604
2000-08-14,Tim Henman,1816.4446927755455
2000-08-14,Andre Agassi,1776.0141127278737
2000-08-14,Wayne Ferreira,1766.1303508039166
2000-08-14,Sebastien Grosjean,1737.6939264904045
2000-08-14,Byron Black,1725.8012729621805
2000-08-21,Alex Corretja,1915.1104760742246
2000-08-21,Magnus Norman,1884.228918965926
2000-08-21,Thomas Enqvist,1858.7298684773118
2000-08-21,Patrick Rafter,1810.2752060894613
2000-08-21,Richard Krajicek,1753.2656269675626
2000-08-21,Juan Carlos Ferrero,1734.166422944176
2000-08-21,Michael Chang,1731.6802106870214
2000-08-21,Arnaud Clement,1731.5295843014135
2000-08-21,Byron Black,1709.5833729341787
2000-08-21,Carlos Moya,1707.5968707660957
2000-08-28,Marat Safin,1979.3259998549645
2000-08-28,Pete Sampras,1931.6927292742232
2000-08-28,Gustavo Kuerten,1922.8437788710928
2000-08-28,Alex Corretja,1890.624844935623
2000-08-28,Lleyton Hewitt,1889.968326250338
2000-08-28,Magnus Norman,1867.8472970089065
2000-08-28,Thomas Enqvist,1867.1821332671745
2000-08-28,Tim Henman,1809.4399091516025
2000-08-28,Richard Krajicek,1809.2117369735436
2000-08-28,Arnaud Clement,1796.3973239214126
2000-09-11,Marat Safin,1994.757068152731
2000-09-11,Alex Calatrava,1742.1090842519577
2000-09-11,Juan Balcells,1711.608363652962
2000-09-11,Mariano Puerta,1695.9062672621658
2000-09-11,Carlos Moya,1695.7800927070384
2000-09-11,Yevgeny Kafelnikov,1672.2135883318442
2000-09-11,Cedric Pioline,1657.580876343723
2000-09-11,Harel Levy,1651.8155205476874
2000-09-11,Jerome Golmard,1644.6039774216692
2000-09-11,Daniel Elsner,1618.357223824238
2000-09-18,Marat Safin,1956.86558256799
2000-09-18,Gustavo Kuerten,1901.9208260065739
2000-09-18,Alex Corretja,1875.4961865480432
2000-09-18,Lleyton Hewitt,1851.8349684375798
2000-09-18,Magnus Norman,1848.625818042802
2000-09-18,Arnaud Clement,1786.137699387293
2000-09-18,Yevgeny Kafelnikov,1782.0423042581008
2000-09-18,Tim Henman,1776.3812637302472
2000-09-18,Juan Carlos Ferrero,1766.6296277600911
2000-09-18,Tommy Haas,1750.168870272117
2000-09-25,Olivier Rochus,1778.0431274141629
2000-09-25,Alex Calatrava,1705.754086656866
2000-09-25,Diego Nargiso,1688.6112092798703
2000-09-25,Juan Balcells,1677.820266494371
2000-09-25,Mariano Puerta,1663.890453764854
2000-09-25,Sergi Bruguera,1597.396967683215
2000-09-25,Christophe Rochus,1572.2317166088606
2000-09-25,Alberto Martin,1568.2568095852077
2000-09-25,Markus Hantschk,1560.8533739018558
2000-09-25,Francisco Clavet,1560.3413549174354
2000-10-02,Gustavo Kuerten,1874.6604987994758
2000-10-02,Nicolas Kiefer,1792.8135253426487
2000-10-02,Tim Henman,1791.2097212589485
2000-10-02,Patrick Rafter,1758.4715843036017
2000-10-02,Mark Philippoussis,1709.7109485287592
2000-10-02,Michael Chang,1688.1133090251928
2000-10-02,Byron Black,1668.0279503882202
2000-10-02,Marcelo Rios,1647.5005683061354
2000-10-02,Harel Levy,1630.4895339702084
2000-10-02,Sergi Bruguera,1622.3969706659977
2000-10-06,Agustin Calleri,1751.4452640228544
2000-10-06,Suwandi Suwandi,1732.8474941910285
2000-10-06,Wayne Ferreira,1730.9091082391092
2000-10-06,Franco Squillari,1719.8760428178157
2000-10-06,Marko Tkalec,1704.3029637567279
2000-10-06,Mariano Puerta,1669.4473186182777
2000-10-06,Mario Ancic,1649.7003225091366
2000-10-06,Ivo Karlovic,1630.7049851090298
2000-10-06,Jarkko Nieminen,1624.253712300854
2000-10-06,Ivan Ljubicic,1621.738362404844
2000-10-09,Marat Safin,1918.9280399482661
2000-10-09,Tim Henman,1865.8773883135304
2000-10-09,Gustavo Kuerten,1850.1603112767211
2000-10-09,Alex Corretja,1843.8194089974872
2000-10-09,Thomas Enqvist,1827.6592717389115
2000-10-09,Tommy Haas,1820.8126628905084
2000-10-09,Magnus Norman,1815.9344095061676
2000-10-09,Richard Krajicek,1807.783748493423
2000-10-09,Arnaud Clement,1777.8630259276154
2000-10-09,Yevgeny Kafelnikov,1746.7505664824882
2000-10-16,Alex Corretja,1901.8670951129836
2000-10-16,Magnus Norman,1868.240606783621
2000-10-16,Carlos Moya,1762.7934531864785
2000-10-16,Sjeng Schalken,1750.624215722088
2000-10-16,Juan Carlos Ferrero,1714.2913839280493
2000-10-16,Max Mirnyi,1712.7266979596795
2000-10-16,Michael Chang,1692.259423276601
2000-10-16,Marcelo Rios,1691.072201930972
2000-10-16,Alex Calatrava,1690.3207171993015
2000-10-16,Jan Michael Gambill,1682.2328134734228
2000-10-23,Thomas Enqvist,1909.8738362017973
2000-10-23,Marat Safin,1902.235411636308
2000-10-23,Tim Henman,1871.435365927509
2000-10-23,Lleyton Hewitt,1844.6425543263526
2000-10-23,Yevgeny Kafelnikov,1801.638973160975
2000-10-23,Roger Federer,1798.9997134721261
2000-10-23,Tommy Haas,1789.1885191528797
2000-10-23,Richard Krajicek,1782.2163634195333
2000-10-23,Arnaud Clement,1776.9538956310837
2000-10-23,Juan Carlos Ferrero,1697.2500592347585
2000-10-30,Lleyton Hewitt,1888.773024430304
2000-10-30,Thomas Enqvist,1875.5240007769555
2000-10-30,Marat Safin,1875.3707139828552
2000-10-30,Alex Corretja,1867.4371485575111
2000-10-30,Tim Henman,1856.5773466186813
2000-10-30,Magnus Norman,1850.418570553143
2000-10-30,Yevgeny Kafelnikov,1838.994132736266
2000-10-30,Wayne Ferreira,1838.7521126113452
2000-10-30,Gustavo Kuerten,1829.1129637195968
2000-10-30,Roger Federer,1789.7389871774164
2000-11-06,Marat Safin,1914.3181766176365
2000-11-06,Thomas Enqvist,1861.731247800007
2000-11-06,Arnaud Clement,1850.2847803611294
2000-11-06,Yevgeny Kafelnikov,1834.5173343492438
2000-11-06,Alex Corretja,1828.966041107488
2000-11-06,Gustavo Kuerten,1824.777658085476
2000-11-06,Wayne Ferreira,1807.5454464536433
2000-11-06,Patrick Rafter,1786.684993087329
2000-11-06,Andre Agassi,1773.0993064485253
2000-11-06,Roger Federer,1770.8052476414189
2000-11-13,Marat Safin,1969.2596922843604
2000-11-13,Alex Corretja,1855.3909706072138
2000-11-13,Arnaud Clement,1837.768231012536
2000-11-13,Gustavo Kuerten,1836.0573329593487
2000-11-13,Thomas Enqvist,1827.8128582230902
2000-11-13,Tim Henman,1821.1296877481907
2000-11-13,Magnus Norman,1818.161570253725
2000-11-13,Yevgeny Kafelnikov,1817.852922970332
2000-11-13,Mark Philippoussis,1806.420238563116
2000-11-13,Wayne Ferreira,1801.5502424304216
2000-11-20,Tim Henman,1872.0809085631904
2000-11-20,Yevgeny Kafelnikov,1832.4108582920053
2000-11-20,Magnus Norman,1821.076751002624
2000-11-20,Thomas Enqvist,1792.0109757941304
2000-11-20,Dominik Hrbaty,1780.330171091496
2000-11-20,Sebastien Grosjean,1770.0442031572059
2000-11-20,Sjeng Schalken,1743.388993115967
2000-11-20,Thomas Johansson,1731.9033493618383
2000-11-20,Roger Federer,1725.1835480027203
2000-11-20,Vladimir Voltchkov,1710.9936354649662
2000-11-27,Marat Safin,1951.0956750399532
2000-11-27,Pete Sampras,1917.5617119690846
2000-11-27,Gustavo Kuerten,1900.8260855295616
2000-11-27,Lleyton Hewitt,1872.7993645141996
2000-11-27,Andre Agassi,1859.6998754722001
2000-11-27,Alex Corretja,1847.49357301707
2000-11-27,Yevgeny Kafelnikov,1811.6751164281357
2000-11-27,Magnus Norman,1762.5949667187244
2000-12-08,Lleyton Hewitt,1850.8937112291148
2000-12-08,Patrick Rafter,1744.2162155339015
2000-12-08,Juan Carlos Ferrero,1744.0095575503583
2000-12-08,Albert Costa,1632.6426864470511
2001-01-01,Tim Henman,1864.5271905067966
2001-01-01,Lleyton Hewitt,1835.2384203503905
2001-01-01,Tommy Haas,1821.3933156494206
2001-01-01,Arnaud Clement,1806.7106189310143
2001-01-01,Nicolas Kiefer,1799.085782105318
2001-01-01,Yevgeny Kafelnikov,1789.102405600489
2001-01-01,Marcelo Rios,1763.9584674668245
2001-01-01,Vladimir Voltchkov,1755.2538015932776
2001-01-01,Thomas Johansson,1741.821435315257
2001-01-01,Sebastien Grosjean,1736.2308396897295
2001-01-08,Lleyton Hewitt,1889.4164048052905
2001-01-08,Dominik Hrbaty,1841.9347522447733
2001-01-08,Tommy Haas,1798.8046291818607
2001-01-08,Arnaud Clement,1783.281463989978
2001-01-08,Wayne Ferreira,1773.7581245538852
2001-01-08,Magnus Norman,1768.8858359036647
2001-01-08,Sebastien Grosjean,1760.0015526266995
2001-01-08,Roger Federer,1745.0263219537887
2001-01-08,Thomas Johansson,1744.216861674787
2001-01-08,Juan Balcells,1736.36725877645
2001-01-15,Andre Agassi,1946.1004658255924
2001-01-15,Marat Safin,1939.7916781398042
2001-01-15,Pete Sampras,1902.7017140463543
2001-01-15,Lleyton Hewitt,1885.1052731091934
2001-01-15,Gustavo Kuerten,1871.7980817474672
2001-01-15,Tim Henman,1865.0973705369659
2001-01-15,Arnaud Clement,1861.2087617783827
2001-01-15,Dominik Hrbaty,1860.2829382104565
2001-01-15,Sebastien Grosjean,1820.5254629180927
2001-01-15,Patrick Rafter,1817.8427260034987
2001-01-28,Nicolas Massu,1633.2672561243805
2001-01-28,Ramon Delgado,1617.7517698582383
2001-01-28,Fernando Vicente,1602.5677607123534
2001-01-28,Albert Costa,1600.6942181284628
2001-01-28,Juan Albert Viloca Puig,1583.219945666504
2001-01-28,Alexandre Simoni,1582.0000097988905
2001-01-28,Andrei Stoliarov,1574.4109895700822
2001-01-28,Luis Horna,1551.0248513115582
2001-01-28,Guillermo Coria,1543.7745481415889
2001-01-28,Juan Ignacio Chela,1524.3882167932952
2001-01-29,Marat Safin,1922.4362838601805
2001-01-29,Dominik Hrbaty,1828.604321907256
2001-01-29,Roger Federer,1825.0593358290305
2001-01-29,Yevgeny Kafelnikov,1815.2480152061432
2001-01-29,Greg Rusedski,1741.7012537174842
2001-01-29,Nicolas Kiefer,1737.9430654633743
2001-01-29,Vladimir Voltchkov,1698.721876541119
2001-01-29,Julien Boutter,1674.9495889993711
2001-01-29,Andrei Medvedev,1666.6354891972742
2001-01-29,Jan Michael Gambill,1665.6710135800686
2001-02-09,Lleyton Hewitt,1898.8782274055982
2001-02-09,Gustavo Kuerten,1878.9582243259567
