date,joueur,elo
2006-06-26,Andy Roddick,1914.654573298982
2006-06-26,Fernando Gonzalez,1896.4376705621207
2006-07-10,Ivan Ljubicic,1965.130727076689
2006-07-10,Tomas Berdych,1916.9252941343796
2006-07-10,Tommy Robredo,1891.7458919449098
2006-07-10,Richard Gasquet,1874.9729806059818
2006-07-10,Nikolay Davydenko,1871.5503180640892
2006-07-10,Jarkko Nieminen,1843.6413636270443
2006-07-10,David Ferrer,1825.8828909308093
2006-07-10,Fernando Verdasco,1806.941982953641
2006-07-10,Nicolas Almagro,1805.7025607719625
2006-07-10,Jose Acasuso,1800.5052511754943
2006-07-17,James Blake,1928.0640556455255
2006-07-17,Andy Roddick,1917.7614046103613
2006-07-17,Novak Djokovic,1917.0060685858966
2006-07-17,Tomas Berdych,1909.2959973060867
2006-07-17,Fernando Gonzalez,1885.721851198642
2006-07-17,David Ferrer,1881.2584940570339
2006-07-17,Tommy Haas,1848.6482850183243
2006-07-17,Richard Gasquet,1843.8982661032678
2006-07-17,Jose Acasuso,1823.305481256155
2006-07-17,Marat Safin,1816.0675749823254
2006-07-21,Marcos Baghdatis,1899.8133643526585
2006-07-21,Jarkko Nieminen,1848.0558315658734
2006-07-21,Andy Murray,1760.6888240658668
2006-07-21,Irakli Labadze,1651.7336128305026
2006-07-21,Konstantinos Economidis,1648.2451545258875
2006-07-21,Marko Tkalec,1646.9749797209458
2006-07-21,Jan Frode Andersen,1629.2412215356449
2006-07-21,Carl Sundberg,1622.1568931557108
2006-07-21,Lukasz Kubot,1616.946825275795
2006-07-21,Matias Silva,1616.264215870152
2006-07-24,Lleyton Hewitt,1972.0785782873186
2006-07-24,Andre Agassi,1940.073098700985
2006-07-24,Novak Djokovic,1912.505730722823
2006-07-24,Andy Roddick,1906.569919856099
2006-07-24,Fernando Gonzalez,1897.4393494996277
2006-07-24,Tommy Haas,1883.1734694749478
2006-07-24,Tommy Robredo,1874.0308384892148
2006-07-24,Nikolay Davydenko,1851.2699914826785
2006-07-24,Jarkko Nieminen,1834.1573320968776
2006-07-24,Marat Safin,1815.4279238876143
2006-07-31,Lleyton Hewitt,1960.5425966970868
2006-07-31,Andre Agassi,1917.8872203664168
2006-07-31,James Blake,1913.4088920913325
2006-07-31,Nikolay Davydenko,1880.4434795033217
2006-07-31,Tommy Robredo,1858.358523923934
2006-07-31,Tim Henman,1833.721532041788
2006-07-31,Marat Safin,1829.3621086307978
2006-07-31,Dmitry Tursunov,1816.936139023752
2006-07-31,Andy Murray,1811.327005802222
2006-07-31,Agustin Calleri,1807.1535403897767
2006-08-07,Roger Federer,2318.4302986935963
2006-08-07,Rafael Nadal,2211.641104834837
2006-08-07,Ivan Ljubicic,1962.903531630459
2006-08-07,David Nalbandian,1949.3643829241187
2006-08-07,Lleyton Hewitt,1947.8246311220441
2006-08-07,Fernando Gonzalez,1935.1604795265746
2006-08-07,Tomas Berdych,1932.3056859528608
2006-08-07,Richard Gasquet,1929.5407488402805
2006-08-07,James Blake,1899.595867744476
2006-08-07,Andy Murray,1879.403038048605
2006-08-14,Roger Federer,2300.5177432359596
2006-08-14,Rafael Nadal,2191.3976862613886
2006-08-14,Ivan Ljubicic,1961.856188000502
2006-08-14,Andy Roddick,1953.400196454996
2006-08-14,Fernando Gonzalez,1953.2734950538122
2006-08-14,David Nalbandian,1934.2639260562194
2006-08-14,Andy Murray,1924.947679719635
2006-08-14,Tomas Berdych,1908.6952526575703
2006-08-14,Richard Gasquet,1907.917957544671
2006-08-14,Novak Djokovic,1893.4155210231097
2006-08-21,Nikolay Davydenko,1895.6327092428598
2006-08-21,David Ferrer,1879.9467329363144
2006-08-21,James Blake,1870.2550162831078
2006-08-21,Marcos Baghdatis,1848.7557791628594
2006-08-21,Agustin Calleri,1843.9985266832016
2006-08-21,Olivier Rochus,1827.596325888014
2006-08-21,Stan Wawrinka,1819.0580338677676
2006-08-21,Jarkko Nieminen,1818.5422281644787
2006-08-21,Robin Soderling,1818.1062934229346
2006-08-21,Jose Acasuso,1813.437920571828
2006-08-28,Roger Federer,2309.911887958932
2006-08-28,Rafael Nadal,2171.2670116932695
2006-08-28,Andy Roddick,1983.2491901420622
2006-08-28,Lleyton Hewitt,1961.4390191252016
2006-08-28,Fernando Gonzalez,1944.5017284207258
2006-08-28,Ivan Ljubicic,1943.017349059657
2006-08-28,Andy Murray,1932.865008789734
2006-08-28,Nikolay Davydenko,1931.242197459677
2006-08-28,David Nalbandian,1918.679717160944
2006-08-28,Tomas Berdych,1916.1193162486327
2006-09-11,Mario Ancic,1979.9348080920756
2006-09-11,Ivan Ljubicic,1929.8339641214939
2006-09-11,Nikolay Davydenko,1917.4423278564166
2006-09-11,Marcos Baghdatis,1907.2505764424916
2006-09-11,Dmitry Tursunov,1814.4148001828185
2006-09-11,Carlos Moya,1804.154208629127
2006-09-11,Hyung Taik Lee,1761.5864268025039
2006-09-11,Jurgen Melzer,1759.9795939916542
2006-09-11,Florian Mayer,1755.1968907934743
2006-09-11,Dominik Hrbaty,1727.8259655046054
2006-09-22,Roger Federer,2311.8931488366175
2006-09-22,Rafael Nadal,2174.3185624657376
2006-09-22,Andy Roddick,1952.8756117861367
2006-09-22,Lleyton Hewitt,1946.2397780641852
2006-09-22,Andy Murray,1937.874464332372
2006-09-22,David Nalbandian,1924.7195542490774
2006-09-22,Tomas Berdych,1921.3895032574164
2006-09-22,Novak Djokovic,1902.802069065865
2006-09-22,James Blake,1897.810278198746
2006-09-22,David Ferrer,1878.5801583820382
2006-09-25,Mario Ancic,1959.544524297801
2006-09-25,James Blake,1940.1927241305111
2006-09-25,Ivan Ljubicic,1935.3956974970351
2006-09-25,Tomas Berdych,1921.0158745575638
2006-09-25,Andy Murray,1910.3996745756172
2006-09-25,Dmitry Tursunov,1894.6295485650262
2006-09-25,Tommy Robredo,1869.1812609574085
2006-09-25,Marat Safin,1840.6958332815307
2006-09-25,Tim Henman,1827.6196865731526
2006-09-25,Jarkko Nieminen,1814.3409800548225
2006-10-02,Roger Federer,2315.630141764857
2006-10-02,Novak Djokovic,1952.4619109886848
2006-10-02,Mario Ancic,1947.5046090394721
2006-10-02,Richard Gasquet,1885.6646180722585
2006-10-02,Andy Murray,1878.8926783970091
2006-10-02,Dmitry Tursunov,1875.472485577966
2006-10-02,Tommy Robredo,1860.9222789962555
2006-10-02,Tim Henman,1859.668735018908
2006-10-02,David Ferrer,1859.549442162862
2006-10-02,Marat Safin,1837.681246606153
2006-10-09,Rafael Nadal,2148.0117403703553
2006-10-09,James Blake,1974.4100289299224
2006-10-09,Ivan Ljubicic,1973.7771327192013
2006-10-09,Fernando Gonzalez,1966.6901279399808
2006-10-09,Andy Roddick,1964.0097766964097
2006-10-09,Nikolay Davydenko,1943.1793354291485
2006-10-09,Novak Djokovic,1926.5388139151953
2006-10-09,David Nalbandian,1923.8706010272635
2006-10-09,Tomas Berdych,1906.4998266973378
2006-10-09,Marcos Baghdatis,1884.1340686258966
2006-10-16,Roger Federer,2323.3774381232433
2006-10-16,Rafael Nadal,2133.239002511762
2006-10-16,Fernando Gonzalez,1995.3419970047385
2006-10-16,Ivan Ljubicic,1959.9834674887504
2006-10-16,Andy Roddick,1957.420020117714
2006-10-16,James Blake,1953.937932454291
2006-10-16,Tomas Berdych,1947.6704265482008
2006-10-16,David Nalbandian,1946.724979782612
2006-10-16,Novak Djokovic,1944.3652152287136
2006-10-16,Mario Ancic,1925.9897801413563
2006-10-23,Roger Federer,2328.466584357037
2006-10-23,Fernando Gonzalez,2008.848195546757
2006-10-23,Mario Ancic,1949.6033884573517
2006-10-23,Richard Gasquet,1938.63960638702
2006-10-23,David Nalbandian,1937.0527824779458
2006-10-23,Nikolay Davydenko,1910.96218061659
2006-10-23,Stan Wawrinka,1887.9188305650282
2006-10-23,Tim Henman,1859.8153065164374
2006-10-23,Robin Soderling,1856.6764289195607
2006-10-23,Marat Safin,1856.432231058846
2006-10-30,Fernando Gonzalez,1988.3269841215872
2006-10-30,Nikolay Davydenko,1951.799822404725
2006-10-30,Mario Ancic,1946.5198190989697
2006-10-30,James Blake,1944.658769935905
2006-10-30,Tomas Berdych,1943.8458272457653
2006-10-30,Richard Gasquet,1933.0185356996394
2006-10-30,Novak Djokovic,1909.5145864016797
2006-10-30,Stan Wawrinka,1887.1129445330419
2006-10-30,Andy Murray,1876.3438822069886
2006-10-30,Marat Safin,1872.97370159374
2006-11-13,Roger Federer,2341.078960837894
2006-11-13,Rafael Nadal,2118.3699326264964
2006-11-13,James Blake,1968.340838833298
2006-11-13,Ivan Ljubicic,1956.182474546479
2006-11-13,Andy Roddick,1954.9487034076185
2006-11-13,Nikolay Davydenko,1942.0432147564225
2006-11-13,David Nalbandian,1925.1060779747602
2006-11-13,Tommy Robredo,1856.0515961751933
2006-12-01,David Nalbandian,1948.3245639129475
2006-12-01,Nikolay Davydenko,1935.6798463371624
2006-12-01,Marat Safin,1871.694820979247
2006-12-01,Jose Acasuso,1758.528555390495
2006-12-01,Juan Ignacio Chela,1740.5372141118164
2007-01-01,Rafael Nadal,2097.279131013335
2007-01-01,Ivan Ljubicic,1985.2757107904192
2007-01-01,Novak Djokovic,1947.6221431889294
2007-01-01,Nikolay Davydenko,1940.5298505649323
2007-01-01,Lleyton Hewitt,1931.2565753738697
2007-01-01,David Nalbandian,1925.730203789551
2007-01-01,Richard Gasquet,1920.1208252008125
2007-01-01,Andy Murray,1912.3429567616752
2007-01-01,Robin Soderling,1863.181897641001
2007-01-01,Stan Wawrinka,1859.3314372069804
2007-01-08,Rafael Nadal,2074.308340991105
2007-01-08,James Blake,1990.0694913746777
2007-01-08,Mario Ancic,1927.5131085716123
2007-01-08,Tomas Berdych,1925.2892484739045
2007-01-08,Nikolay Davydenko,1925.2435772775113
2007-01-08,Richard Gasquet,1920.6259335604452
2007-01-08,David Ferrer,1879.7488897114993
2007-01-08,Tommy Robredo,1871.1936471515905
2007-01-08,Chris Guccione,1835.27194087436
2007-01-08,Stan Wawrinka,1832.992947469211
2007-01-15,Roger Federer,2351.019752819891
2007-01-15,Rafael Nadal,2076.1353506765463
2007-01-15,Fernando Gonzalez,2036.04721210183
2007-01-15,James Blake,1991.6672049844747
2007-01-15,Andy Roddick,1985.6443219635794
2007-01-15,Ivan Ljubicic,1968.2820661164264
2007-01-15,Novak Djokovic,1965.8235172055997
2007-01-15,Nikolay Davydenko,1933.6285486560967
2007-01-15,Tomas Berdych,1929.8680835038374
2007-01-15,Mario Ancic,1928.6657631704254
2007-01-28,James Blake,1986.654473116595
2007-01-28,Tommy Haas,1888.9886099958903
2007-01-28,Xavier Malisse,1827.8443511591329
2007-01-28,Florian Mayer,1769.7068352228798
2007-01-28,Benjamin Becker,1732.9324643638272
2007-01-28,Sam Querrey,1682.9165124679312
2007-01-28,Vincent Spadea,1674.9058603712008
2007-01-28,Andrei Pavel,1660.667403126483
2007-01-28,Igor Kunitsyn,1655.9219285838717
2007-01-28,Philipp Kohlschreiber,1652.1975347573818
2007-01-29,Fernando Gonzalez,2015.8206928413167
2007-01-29,Ivan Ljubicic,1968.8279941788026
2007-01-29,Marcos Baghdatis,1882.2604424640083
2007-01-29,Guillermo Canas,1868.8445716334793
2007-01-29,Robin Soderling,1820.3460585664204
2007-01-29,Marc Gicquel,1817.7279577200795
2007-01-29,Mikhail Youzhny,1814.5926000793218
2007-01-29,Arnaud Clement,1763.6196819046777
2007-01-29,Nicolas Massu,1752.970966061989
2007-01-29,Igor Andreev,1734.9257652215651
2007-02-09,Fernando Gonzalez,2004.2235659635876
2007-02-09,Andy Roddick,1995.8676685251264
2007-02-09,James Blake,1972.3922717860216
2007-02-09,Ivan Ljubicic,1960.1950916708633
2007-02-09,Tomas Berdych,1934.1443858533391
2007-02-09,Richard Gasquet,1930.8681897671897
2007-02-09,Lleyton Hewitt,1917.9602997631152
2007-02-09,Tommy Haas,1915.2357400692574
2007-02-09,Mario Ancic,1913.516739467107
2007-02-09,Guillermo Canas,1884.006508663293
2007-02-12,Andy Roddick,1992.2901425783718
2007-02-12,Andy Murray,1973.6381345787509
2007-02-12,James Blake,1954.5142954896999
2007-02-12,Ivan Ljubicic,1940.573438576173
2007-02-12,Novak Djokovic,1937.7827730900635
2007-02-12,Richard Gasquet,1927.2515386305786
2007-02-12,Nikolay Davydenko,1919.0051878646054
2007-02-12,Guillermo Canas,1916.6326540383777
2007-02-12,Lleyton Hewitt,1902.742941325709
2007-02-12,Marcos Baghdatis,1892.7886381102487
2007-02-19,Andy Roddick,1998.6769044431283
2007-02-19,Andy Murray,1969.3874581274958
2007-02-19,Ivan Ljubicic,1952.8451203941474
2007-02-19,Tommy Haas,1950.6629087602844
2007-02-19,Novak Djokovic,1942.0154267633286
2007-02-19,Nikolay Davydenko,1923.521829115917
2007-02-19,Tomas Berdych,1914.1245671824122
2007-02-19,Guillermo Canas,1910.9085958157418
2007-02-19,Tommy Robredo,1895.8155804048904
2007-02-19,Mikhail Youzhny,1893.3224250028545
2007-02-26,Roger Federer,2356.858983133065
2007-02-26,Rafael Nadal,2067.1489886211793
2007-02-26,Tommy Haas,1966.7618463672875
2007-02-26,Novak Djokovic,1952.5969931741815
2007-02-26,James Blake,1941.3877294018378
2007-02-26,Mikhail Youzhny,1940.6934864526893
2007-02-26,Lleyton Hewitt,1933.3032493718733
2007-02-26,Nikolay Davydenko,1912.391886925472
2007-02-26,Tomas Berdych,1904.7734328185052
2007-02-26,Robin Soderling,1883.3542590357897
2007-03-05,Roger Federer,2338.813880544678
2007-03-05,Rafael Nadal,2105.6905729458254
2007-03-05,Andy Roddick,2016.92647729308
2007-03-05,Fernando Gonzalez,2001.2675524978408
2007-03-05,Novak Djokovic,1999.390521097862
2007-03-05,Andy Murray,1993.780455414263
2007-03-05,Tommy Haas,1974.2060450896013
2007-03-05,Ivan Ljubicic,1960.307766365174
2007-03-05,Richard Gasquet,1933.3776650699854
2007-03-05,James Blake,1925.9063737961817
2007-03-19,Roger Federer,2322.6130985364184
2007-03-19,Rafael Nadal,2099.2538243791128
2007-03-19,Novak Djokovic,2071.843865019389
2007-03-19,Andy Roddick,2017.238995594074
2007-03-19,Andy Murray,2009.3860478013069
2007-03-19,Fernando Gonzalez,1986.716354099015
2007-03-19,Guillermo Canas,1985.923842662297
2007-03-19,Ivan Ljubicic,1972.2645997026661
2007-03-19,Tommy Haas,1954.5207580303245
2007-03-19,Richard Gasquet,1926.3381248253804
2007-04-06,Novak Djokovic,2072.6982885579832
2007-04-06,Andy Roddick,2020.148688179153
2007-04-06,Andy Murray,2011.6619931422385
2007-04-06,Tommy Haas,1958.7783480700527
2007-04-06,James Blake,1923.83493396504
2007-04-06,Mikhail Youzhny,1923.7945480058509
2007-04-06,Richard Gasquet,1909.5473121110217
2007-04-06,Robin Soderling,1892.3335277652657
2007-04-06,Nikolay Davydenko,1881.459648725174
2007-04-06,Tommy Robredo,1868.6418319871568
2007-04-09,Tommy Haas,1948.993699084235
2007-04-09,James Blake,1914.461477226139
2007-04-09,Mardy Fish,1786.480242567262
2007-04-09,Nicolas Almagro,1783.965359702228
2007-04-09,Sam Querrey,1767.6972269187854
2007-04-09,Sebastien Grosjean,1766.042831259518
2007-04-09,Juan Carlos Ferrero,1758.48799263984
2007-04-09,Ivo Karlovic,1758.4103978673977
2007-04-09,Florian Mayer,1755.8095163813498
2007-04-09,Jurgen Melzer,1753.613596248296
2007-04-15,Roger Federer,2310.936421694822
2007-04-15,Rafael Nadal,2137.6863695359057
2007-04-15,Novak Djokovic,2048.469419053902
2007-04-15,Fernando Gonzalez,1967.9205251083747
2007-04-15,Ivan Ljubicic,1966.1438376491085
2007-04-15,Richard Gasquet,1920.272134397317
2007-04-15,Mikhail Youzhny,1912.698282356902
2007-04-15,Tomas Berdych,1910.7506765152807
2007-04-15,Robin Soderling,1909.453445590405
2007-04-15,David Ferrer,1895.4860331237078
2007-04-23,Rafael Nadal,2158.9372364959445
2007-04-23,Guillermo Canas,2001.736636802176
2007-04-23,David Ferrer,1908.0032849157594
2007-04-23,Robin Soderling,1894.5684165525704
2007-04-23,Nikolay Davydenko,1872.1440823892235
2007-04-23,Tommy Robredo,1858.8405785255718
2007-04-23,David Nalbandian,1858.241070486253
2007-04-23,Juan Ignacio Chela,1846.1369318843356
2007-04-23,Marat Safin,1821.8667554951905
2007-04-23,Carlos Moya,1802.7446253244918
2007-04-29,Novak Djokovic,2081.531833824595
2007-04-29,Fernando Gonzalez,1951.1554919849484
2007-04-29,Richard Gasquet,1940.2987468514357
2007-04-29,Tommy Robredo,1873.1500179202349
2007-04-29,Nikolay Davydenko,1851.1702236619826
2007-04-29,Paul Henri Mathieu,1827.2886204889228
2007-04-29,Juan Martin del Potro,1809.9517162578757
2007-04-29,Agustin Calleri,1809.0690829952127
2007-04-29,Igor Andreev,1739.027050785028
2007-04-29,Juan Monaco,1730.2858901140328
2007-04-30,Guillermo Canas,1977.8302111630169
2007-04-30,Tommy Haas,1932.5611523436123
2007-04-30,Mikhail Youzhny,1923.5070844648073
2007-04-30,Tomas Berdych,1916.1689413865934
2007-04-30,Philipp Kohlschreiber,1834.9085870368642
2007-04-30,Marcos Baghdatis,1822.6098682896763
2007-04-30,Olivier Rochus,1794.9466426507947
2007-04-30,Sebastien Grosjean,1777.7279553613948
2007-04-30,Radek Stepanek,1769.0218448683438
2007-04-30,Jarkko Nieminen,1760.7823191305797
2007-05-07,Roger Federer,2293.1770560636505
2007-05-07,Rafael Nadal,2186.8781565637178
2007-05-07,Novak Djokovic,2083.8200726830028
2007-05-07,Andy Roddick,2008.0492675264175
2007-05-07,Andy Murray,1979.994735763345
2007-05-07,Fernando Gonzalez,1970.7280749678807
2007-05-07,Guillermo Canas,1962.0768232972598
2007-05-07,Ivan Ljubicic,1948.9595006391653
2007-05-07,Mikhail Youzhny,1931.4101785756393
2007-05-07,Richard Gasquet,1921.2678617326253
2007-05-14,Roger Federer,2305.4114188741646
2007-05-14,Rafael Nadal,2191.478834771804
2007-05-14,Novak Djokovic,2063.4482166587445
2007-05-14,Fernando Gonzalez,1978.0270301369671
2007-05-14,Andy Murray,1952.5616056260778
2007-05-14,Guillermo Canas,1945.8402570498677
2007-05-14,Ivan Ljubicic,1940.1476682294583
2007-05-14,Lleyton Hewitt,1926.6524107245593
2007-05-14,David Ferrer,1918.998024754327
2007-05-14,Mikhail Youzhny,1913.4821990520916
2007-05-20,Andy Roddick,1991.9586835097998
2007-05-20,Fernando Gonzalez,1979.2677124264656
2007-05-20,David Ferrer,1948.3799890141956
2007-05-20,Ivan Ljubicic,1925.8243707794034
2007-05-20,Tomas Berdych,1923.336144345376
2007-05-20,Lleyton Hewitt,1921.1282990398686
2007-05-20,Robin Soderling,1904.5999902927379
2007-05-20,James Blake,1879.843713564982
2007-05-20,Nikolay Davydenko,1870.2624667497928
2007-05-20,Juan Ignacio Chela,1867.4306177805354
2007-05-28,Roger Federer,2299.609732497932
2007-05-28,Rafael Nadal,2229.457176042832
2007-05-28,Novak Djokovic,2069.1519508862575
2007-05-28,Andy Roddick,1975.9865287982418
2007-05-28,Fernando Gonzalez,1961.5090690345733
2007-05-28,Guillermo Canas,1950.6135241403624
2007-05-28,David Ferrer,1935.8639744717682
2007-05-28,Lleyton Hewitt,1932.1761974439974
2007-05-28,Mikhail Youzhny,1927.7800899017504
2007-05-28,Ivan Ljubicic,1922.9729066386112
2007-06-11,Rafael Nadal,2208.2941417954576
2007-06-11,Novak Djokovic,2040.6017442512727
2007-06-11,Andy Roddick,1993.0799488260332
2007-06-11,Tomas Berdych,1956.9181877522064
2007-06-11,Fernando Gonzalez,1951.0808848610739
2007-06-11,Mikhail Youzhny,1920.7553457018191
2007-06-11,Lleyton Hewitt,1914.837308771862
2007-06-11,Ivan Ljubicic,1907.8762864835714
2007-06-11,Nikolay Davydenko,1891.4462422236516
2007-06-11,Marcos Baghdatis,1882.2187806033994
2007-06-17,Ivan Ljubicic,1928.6179909107623
2007-06-17,Guillermo Canas,1928.5684755662658
2007-06-17,Tommy Robredo,1868.0396419429073
2007-06-17,Juan Ignacio Chela,1842.4113979499273
2007-06-17,Juan Carlos Ferrero,1789.5398161085866
2007-06-17,Philipp Kohlschreiber,1788.9541205838564
2007-06-17,Fabrice Santoro,1748.341687566116
2007-06-17,Gael Monfils,1725.3892624240134
2007-06-17,Kristof Vliegen,1713.7320305155495
2007-06-17,Olivier Rochus,1709.801169815169
2007-06-18,Richard Gasquet,1852.657871717852
2007-06-18,Ivo Karlovic,1835.1113514279316
2007-06-18,Paul Henri Mathieu,1828.0235454373737
2007-06-18,Juan Martin del Potro,1808.3699324371983
2007-06-18,Arnaud Clement,1796.2612227585569
2007-06-18,Dmitry Tursunov,1765.154793218983
2007-06-18,Tim Henman,1758.1711101315632
2007-06-18,Sebastien Grosjean,1755.6974664573575
2007-06-18,Agustin Calleri,1744.0853504620188
2007-06-18,Gilles Simon,1730.5586783972833
2007-06-25,Roger Federer,2314.313910839762
2007-06-25,Rafael Nadal,2220.7652159501463
2007-06-25,Novak Djokovic,2067.695181792511
2007-06-25,Andy Roddick,1992.1157798503584
2007-06-25,Tomas Berdych,1971.297222274813
2007-06-25,Fernando Gonzalez,1939.6656693776533
2007-06-25,Mikhail Youzhny,1932.5883396583683
2007-06-25,Tommy Haas,1924.2920653026008
2007-06-25,Guillermo Canas,1924.0963787449853
2007-06-25,Ivan Ljubicic,1923.3448227986996
2007-07-09,David Ferrer,1956.7923357246166
2007-07-09,Mikhail Youzhny,1912.693411144234
2007-07-09,Paul Henri Mathieu,1899.2165331927774
2007-07-09,Richard Gasquet,1898.5410030412265
2007-07-09,Robin Soderling,1882.0695004950803
2007-07-09,Nikolay Davydenko,1880.860632400982
2007-07-09,Carlos Moya,1856.2673032530838
2007-07-09,Tommy Robredo,1837.2125897297383
2007-07-09,Nicolas Almagro,1831.7139971426905
2007-07-09,Igor Andreev,1827.6312479378303
2007-07-16,Rafael Nadal,2228.2715214825457
2007-07-16,Tomas Berdych,1951.5545063939112
2007-07-16,David Ferrer,1938.3610276056845
2007-07-16,Fernando Gonzalez,1917.8944124103002
2007-07-16,Mikhail Youzhny,1906.0160756005444
2007-07-16,Guillermo Canas,1903.5400367397303
2007-07-16,James Blake,1867.8936758217985
2007-07-16,Nikolay Davydenko,1862.5440035631157
2007-07-16,Carlos Moya,1846.613698896353
2007-07-16,Juan Ignacio Chela,1831.863198025759
2007-07-20,Marcos Baghdatis,1919.6885206737227
2007-07-20,Jarkko Nieminen,1792.3396885753373
2007-07-20,Potito Starace,1749.4467823010805
2007-07-20,Benjamin Balleret,1705.7703153926582
2007-07-20,Younes El Aynaoui,1640.2528207410244
2007-07-20,Andreas Seppi,1631.625215749572
2007-07-20,Sergei Bubka,1625.0468614133763
2007-07-20,Juan Manuel Elizondo,1623.1577834164477
2007-07-20,Marko Tkalec,1614.757029549371
2007-07-20,Kenneth Carlsen,1609.9118078099864
2007-07-23,Novak Djokovic,2037.7953852655867
2007-07-23,Andy Roddick,1981.9375317456459
2007-07-23,David Ferrer,1933.4671360718505
2007-07-23,Ivan Ljubicic,1905.7231670548722
2007-07-23,Guillermo Canas,1901.9533777855988
2007-07-23,Carlos Moya,1887.5044843717528
2007-07-23,Mikhail Youzhny,1884.6365669691347
2007-07-23,Juan Monaco,1876.8940761893023
2007-07-23,James Blake,1860.1016302981795
2007-07-23,Nikolay Davydenko,1847.5758951691794
2007-07-29,Andy Roddick,2002.8747320634213
2007-07-29,Tommy Haas,1910.3578804670904
2007-07-29,Ivo Karlovic,1820.450163103111
2007-07-29,Radek Stepanek,1820.196280475048
2007-07-29,Marat Safin,1800.6680061861962
2007-07-29,Arnaud Clement,1769.6742623541331
2007-07-29,Gael Monfils,1756.9886454589723
2007-07-29,John Isner,1748.3601925865435
2007-07-29,Juan Martin del Potro,1744.3043685047962
2007-07-29,Tim Henman,1740.0890817054271
2007-07-30,Tommy Robredo,1865.213320583625
2007-07-30,Nikolay Davydenko,1835.7473675765361
2007-07-30,Igor Andreev,1816.8113652066806
2007-07-30,Juan Ignacio Chela,1801.2702295975937
2007-07-30,Steve Darcis,1787.8788407637073
2007-07-30,Gilles Simon,1787.191444046821
2007-07-30,Filippo Volandri,1773.0421234048335
2007-07-30,Jose Acasuso,1769.7449482369152
2007-07-30,Nicolas Almagro,1764.0394907710352
2007-07-30,Potito Starace,1759.052560771274
2007-08-05,Roger Federer,2304.111286268506
2007-08-05,Rafael Nadal,2217.37884828522
2007-08-05,Novak Djokovic,2118.962199092181
2007-08-05,Andy Roddick,2006.4215077087129
2007-08-05,Lleyton Hewitt,1939.7249367103425
2007-08-05,Marcos Baghdatis,1929.6560292718325
2007-08-05,Tomas Berdych,1927.693891087508
2007-08-05,Andy Murray,1925.5787880923924
2007-08-05,Paul Henri Mathieu,1921.353570394113
2007-08-05,David Ferrer,1919.3581341980353
2007-08-13,Roger Federer,2311.797505512543
2007-08-13,Rafael Nadal,2195.4481864680233
2007-08-13,Novak Djokovic,2092.578509798534
2007-08-13,Andy Roddick,1998.5347604161202
2007-08-13,Lleyton Hewitt,1964.4626696171733
2007-08-13,Marcos Baghdatis,1952.9645650675382
2007-08-13,David Ferrer,1936.4022378914658
2007-08-13,Tomas Berdych,1921.0097009475846
2007-08-13,Andy Murray,1907.7852599642094
2007-08-13,Paul Henri Mathieu,1902.4616958325535
2007-08-19,James Blake,1939.5347855168375
2007-08-19,David Ferrer,1926.2644293917751
2007-08-19,Paul Henri Mathieu,1914.2309519970736
2007-08-19,Nikolay Davydenko,1858.0812181650526
2007-08-19,Mario Ancic,1856.1980037941003
2007-08-19,Igor Andreev,1831.0214538744822
2007-08-19,Tommy Robredo,1828.5726718267842
2007-08-19,Ivo Karlovic,1823.4991428980613
2007-08-19,Gilles Simon,1814.2065764745823
2007-08-19,Jarkko Nieminen,1795.675121244577
2007-08-27,Roger Federer,2323.4381320923158
2007-08-27,Rafael Nadal,2178.701784842213
2007-08-27,Novak Djokovic,2125.3643462215173
2007-08-27,Andy Roddick,2012.997886842072
2007-08-27,David Ferrer,1964.0555258787022
2007-08-27,Lleyton Hewitt,1949.4011179265253
2007-08-27,James Blake,1940.128890635562
2007-08-27,Tomas Berdych,1928.6147094780351
2007-08-27,Marcos Baghdatis,1924.1189375449121
2007-08-27,Carlos Moya,1911.9199925073303
2007-09-10,Marcos Baghdatis,1910.7271979182344
2007-09-10,Fernando Gonzalez,1905.8555569666275
2007-09-10,Nikolay Davydenko,1880.7781000610892
2007-09-10,Ivan Ljubicic,1880.5389514945143
2007-09-10,Gilles Simon,1845.9488195629872
2007-09-10,Tommy Robredo,1835.6035691911477
2007-09-10,Nicolas Kiefer,1825.1394258353573
2007-09-10,Igor Andreev,1797.61134331384
2007-09-10,Fabrice Santoro,1773.5004161689133
2007-09-10,Nicolas Almagro,1770.9330144475505
2007-09-20,Fernando Gonzalez,1889.9716743711278
2007-09-20,Paul Capdeville,1714.7185710186054
2007-09-20,Dudi Sela,1692.7442394521574
2007-09-20,Nicolas Massu,1658.3614245476529
2007-09-20,Noam Okun,1550.497445736665
2007-09-21,Roger Federer,2326.5201680508717
2007-09-21,Novak Djokovic,2126.89488006589
2007-09-21,Andy Roddick,2018.4754402756098
2007-09-21,Lleyton Hewitt,1952.8403692284012
2007-09-21,Tomas Berdych,1935.0841895288002
2007-09-21,James Blake,1924.522910670097
2007-09-21,Andy Murray,1907.2684464899055
2007-09-21,Tommy Haas,1895.9397801373107
2007-09-21,Radek Stepanek,1871.9148700255764
2007-09-21,Nikolay Davydenko,1866.2700343756014
2007-09-24,Lleyton Hewitt,1937.9665186364305
2007-09-24,Tomas Berdych,1925.2694717098752
2007-09-24,Carlos Moya,1892.9898985910131
2007-09-24,Richard Gasquet,1886.2087073176424
